user_id,genre_match
1,0.744133819459975
2,0.7456581716169761
3,0.5996745248958125
4,0.8480514543629714
5,0.7464666125613275
6,0.7759723513936401
7,0.8748150913585695
8,0.7173903983922717
9,0.7737866642641267
10,0.7601518092281704
11,0.7679303123741017
12,0.7338798950052308
13,0.6873219762387339
14,0.762734762923659
15,0.7583959826928433
16,0.7843064400277879
17,0.7754036908076445
18,0.8405975885349639
19,0.6037830050317696
20,0.7018531081181637
21,0.8137244681252124
22,0.6581448249941497
23,0.719135465072397
24,0.8071376988249327
25,0.8110304440326631
26,0.6632983503982196
27,0.5676108560653007
28,0.7285218032257719
29,0.7049879268158903
30,0.815907860481334
31,0.6464463991687108
32,0.7747222438821711
33,0.693782002732715
34,0.8402151259344844
35,0.7030852649768732
36,0.7301036931471763
37,0.7265623466477058
38,0.8083840410183424
39,0.7134378976056323
40,0.6295670104926352
41,0.8313031493329028
42,0.6939998210262772
43,0.8097032056003366
44,0.7907521467902748
45,0.7885873085612328
46,0.6379860459037189
47,0.7232825647241335
48,0.7349310080163756
49,0.6476389646547972
50,0.7452934923902581
51,0.743972240011722
52,0.7053927907158002
53,0.8188180561524959
54,0.8575521730643171
55,0.7029418586644998
56,0.7447196069174586
57,0.8661880464739576
58,0.8236735452778632
59,0.6591934214966697
60,0.7691641525686806
61,0.7360094995911777
62,0.710780447056397
63,0.7554186585376554
64,0.65222002449737
65,0.6707373092866302
66,0.7377565095634061
67,0.7990602627320099
68,0.7378859223007123
69,0.6307321141850609
70,0.8326244310077836
71,0.544460004006872
72,0.7863502700756901
73,0.6624138919232725
74,0.8359756151338136
75,0.759506972706418
76,0.7699985292371837
77,0.8674617451652541
78,0.7492459476694503
79,0.8781202831032461
80,0.5690406405874994
81,0.6387722101768624
82,0.7023239757654216
83,0.6408500925003527
84,0.8487216914574433
85,0.7969379706574005
86,0.7528173433844582
87,0.8188725657564677
88,0.7697964938212121
89,0.8392434359137089
90,0.6459844692705626
91,0.8373868606344187
92,0.8488052687376598
93,0.6923543798273548
94,0.678888504239972
95,0.8238147824140035
96,0.8053040652062966
97,0.887831954371814
98,0.5750540660366661
99,0.699066715510532
100,0.7317873620110473
101,0.8514589841176834
102,0.6532483097234072
103,0.7540283811868915
104,0.721981107646275
105,0.6473867091425377
106,0.6216107524769001
107,0.7900509716787644
108,0.718985447822162
109,0.7105767333675301
110,0.8232564580218519
111,0.7247661819345625
112,0.5126182824512304
113,0.6961616154513791
114,0.8165917764444066
115,0.6896709639783533
116,0.7223868222081615
117,0.8056161088896033
118,0.7982913146848236
119,0.6655622678181262
120,0.6984556557628784
121,0.775001672520055
122,0.536105786604371
123,0.7154646782163143
124,0.6596354348816508
125,0.7336496219303734
126,0.746836369550151
127,0.66036536246933
128,0.7955721243921099
129,0.6971306419346052
130,0.7575335067499174
131,0.6033453704049433
132,0.6513326262577542
133,0.7069812301016009
134,0.8379919996766854
135,0.6282442067635738
136,0.8203929909372487
137,0.6793252349127938
138,0.8105167479483668
139,0.7935408171259405
140,0.7310544979320237
141,0.7750981023644834
142,0.7048022953166219
143,0.6207467629284534
144,0.6904398112152549
145,0.8567248886596627
146,0.710122791188526
147,0.7723561393836231
148,0.7396296870322444
149,0.7672889866254359
150,0.6841225649935598
151,0.7898141915354543
152,0.7908959862714922
153,0.7147937380489688
154,0.8018691696733148
155,0.7973505867221029
156,0.647085455059247
157,0.6226945297789394
158,0.7883072991518496
159,0.7121305087877681
160,0.7661362929487515
161,0.6473702212361507
162,0.6676268992827658
163,0.7119617779380489
164,0.7560189468265928
165,0.7625859273681412
166,0.7419996092855008
167,0.8101134160241126
168,0.6837791218469818
169,0.7832641680095613
170,0.8094324384067221
171,0.8728638720252619
172,0.7333156452609781
173,0.6391147757795564
174,0.5676842002003607
175,0.7294381923875237
176,0.6704590517471104
177,0.686743059525881
178,0.8600143018085014
179,0.727137517426212
180,0.7164478576842594
181,0.8406646894475257
182,0.8008411602651458
183,0.7280261462602642
184,0.7278825707333434
185,0.6717913599670039
186,0.8174167125284285
187,0.8586166272867528
188,0.6482215639095991
189,0.733913071523072
190,0.7566565108001837
191,0.8233540934315057
192,0.6592012361897072
193,0.7400273703992032
194,0.7833073531633821
195,0.7651575828345806
196,0.5454880081218016
197,0.6777600435301406
198,0.7320398574376663
199,0.8336368350618527
